Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
169741,1331.47,1,-3.3722,1.4626,2.6507,0.03,-0.9041,-3.6708,-0.764,3.2629,-4.858,-1.3122,2.8435,2.3088,3.8976,-5.0593,2.6911,3.8611,-2.1271,-0.3473,5.4442,3.2223,3.0559,-2.1636,-6.5346,-5.9019,-5.1922,2.928,-3.9495,-7.5734
167541,1956.97,0,0.0858,0.1955,-0.2334,-0.3131,-0.2124,0.25,0.1005,-0.2114,0.3748,-0.087,-0.3467,0.1272,-0.5065,-0.8436,-0.0026,-0.3287,-0.1271,-0.4834,0.6045,-0.3307,-0.216,0.1889,-0.6883,-0.7253,0.1905,-0.2225,-0.4507,0.3017
147416,2460.04,1,-3.2146,-2.1046,-5.3879,3.2859,4.2761,-1.9983,-4.5756,-4.2417,-6.9586,4.4958,1.1482,-4.8388,-0.7981,6.9167,-3.9306,-3.2119,3.5075,3.9354,3.6161,-3.7833,4.2431,2.2608,-2.2458,-3.0585,-0.5461,-0.4762,-4.1913,5.7489
45739,326.69,1,5.781,2.4596,5.1665,-4.1328,-4.1584,-3.4499,2.7615,-2.4528,-3.3165,2.9484,0.8019,1.3758,-3.2405,-2.9677,6.1285,-2.1779,0.6761,-3.6178,-3.7419,-3.4329,-2.7164,-4.0078,-0.5741,0.4965,2.7574,6.5357,1.6979,-4.2679
80843,2084.19,1,-5.3072,3.2272,-0.0019,3.0008,-6.3292,0.2523,-4.3619,1.1964,-1.5254,-3.3172,4.7121,4.9156,-3.2082,4.5595,-3.543,3.311,4.2314,1.8697,0.1797,-4.5611,-3.9494,5.0662,2.3515,-1.3942,-7.6433,0.8686,-8.5221,2.1666
117044,142.98,1,3.1915,1.8134,-0.8107,-6.4173,-1.5059,5.7972,0.8852,-1.74,-2.2338,1.3905,0.7072,-2.0685,6.7344,5.4865,4.2754,-2.1002,3.399,-3.1619,4.041,-4.6359,-1.2721,-3.0234,-2.9922,6.2443,-5.473,-1.649,5.9337,-1.9214
49121,1367.38,1,1.5779,-0.1135,-2.3968,-1.6241,-1.7513,4.1965,-3.0589,1.5567,-0.0194,-2.7577,1.9887,-4.1452,-1.9297,-1.4812,4.052,2.7566,-2.1847,-1.9425,-0.0283,2.5589,3.612,5.1093,4.7892,-1.2333,-3.9799,3.9372,1.3106,-4.6362
78344,905.99,1,2.7868,-1.0897,5.5615,-2.2363,0.2307,-1.0738,-1.2291,4.5783,-2.842,5.1591,1.9434,5.0282,2.7525,2.2871,-2.0665,3.9719,2.5549,1.255,-2.0594,-0.7117,1.5682,3.6723,-5.332,2.8571,3.853,-3.6781,-3.9385,-4.3955
54912,88.38,0,0.2431,-0.9747,-1.0252,0.3696,0.2535,-0.0287,-0.6977,-0.354,-0.1314,-0.7979,-0.3695,0.3262,0.7137,-0.2097,0.3782,-0.957,0.3297,-0.402,0.1537,-0.1239,0.6602,-0.4372,0.3138,-0.1398,-0.0792,-0.0919,-0.4228,-0.007
141042,2483.95,0,0.2595,-0.4887,0.2731,-0.3967,1.0102,0.0301,0.3249,-0.393,0.4082,-0.0063,-0.7059,-0.1194,0.9656,0.4295,-0.1895,-0.9346,-0.4162,-0.7032,-0.9225,0.3928,0.0312,0.8976,-0.4988,-0.0011,-0.6971,-0.2974,-0.1111,-0.1873
83479,1466.55,1,-0.0462,0.7283,2.9775,-6.276,2.5875,-1.5559,-1.405,-2.7096,6.5903,2.851,-0.4923,8.2334,-1.7188,1.3704,2.5731,3.277,4.7639,-6.3697,0.994,0.968,7.7798,1.7912,-2.097,-1.7124,4.3362,2.6216,-1.8414,3.9946
131750,1134.75,1,-7.1903,3.5083,-1.7022,0.216,-1.3058,-0.555,3.7253,5.5975,-3.6538,-4.1019,2.7382,0.9301,-4.1775,-2.9814,3.2787,3.9051,-7.2018,8.8755,-4.8769,4.2885,3.5531,-4.3014,4.0944,1.1657,2.9382,7.0068,2.1022,3.135
91422,236.5,1,3.4629,-1.707,-1.2372,-1.5577,-4.8325,-0.2891,-0.6596,3.2686,1.2766,3.0601,-6.123,0.0068,-4.2555,-3.5761,5.8371,-1.9756,5.5539,-2.324,0.3528,1.109,-2.3229,-4.8759,5.2016,5.1227,6.5224,2.9994,1.1721,0.9705
168588,1690.61,1,-3.9292,-2.5977,4.1734,-3.9498,3.2528,0.8779,-1.9722,3.3592,4.2694,-0.7806,4.3451,0.7998,-0.7858,2.7592,-4.0707,2.8189,4.4189,-3.871,4.4776,-1.7693,1.1291,5.172,-2.2654,0.6764,-3.0388,-3.6064,0.8926,0.8644
56413,1214.94,1,-4.9772,0.7928,4.8366,-0.141,-4.965,-3.4493,3.2108,0.3319,-6.186,3.8809,-2.5522,-0.2717,3.2446,4.0866,1.596,1.6742,-5.4877,1.6142,-3.5899,5.4955,-4.6707,7.2903,-1.7324,-2.1724,-2.9124,2.706,1.885,0.2604
94040,863.68,1,-0.8836,4.8751,-1.7825,-3.1498,1.575,-0.1112,2.8794,-2.0904,3.3864,5.6393,0.6384,3.0799,-2.5127,-0.2265,-5.2343,0.9758,1.7012,4.5442,3.1395,-4.2795,-0.5004,-6.0302,1.6296,2.6969,0.6267,-4.3149,-1.9179,2.693
158778,2320.07,1,-3.3173,-0.4953,3.9776,-5.5314,1.0312,4.1693,-1.331,-0.6771,2.639,-4.853,3.3221,-0.5654,-5.5448,-4.2611,-3.5215,0.5229,-6.6994,-4.7583,0.8892,-3.6909,-3.6683,-1.8503,2.5723,-0.3745,-2.7295,-4.5534,-1.7257,-5.6764
164934,385.17,1,-4.6127,-5.6912,6.1356,-4.719,4.0468,2.3488,-3.9383,-5.8563,4.033,4.946,-2.0364,-4.3917,2.2466,2.5874,-1.7896,5.2309,2.4395,-0.652,-6.6721,1.431,4.8561,4.0857,4.3269,-4.4485,2.0938,4.7894,6.2465,4.8346
149418,854.95,1,-0.8628,4.7405,-3.3548,0.2889,2.1484,-2.0578,-2.9477,-6.4699,-3.1142,-1.5327,-1.8753,-3.7756,-3.0299,-3.6697,3.9982,-1.8731,-1.3532,4.4833,-2.1378,-4.2706,5.0605,2.3328,1.3421,-4.2434,-2.9034,2.1408,1.7049,-4.5964
17421,354.87,1,0.3446,-1.1541,-0.9148,1.9603,-2.6618,-2.4969,-0.263,0.1619,-5.0449,7.1599,3.3923,-4.2038,0.8094,-1.534,-3.287,-4.0573,-0.9022,1.7421,-2.779,3.7559,-6.112,-0.6438,-7.6711,-3.9986,1.4934,4.5786,-1.3734,1.6274
150287,292.9,0,0.5772,-0.0764,-0.3847,0.0743,-0.057,-0.6905,-0.6875,-0.6741,1.2399,0.43,-0.2969,0.5541,-0.284,0.5376,0.0402,-0.3294,0.3399,0.0688,0.1991,0.1078,0.1025,0.4003,1.2919,0.6244,0.1098,-0.1553,-0.1004,-0.6281
71114,2123.02,1,-5.0635,-0.7733,-0.5027,-6.0551,-0.3079,4.5982,0.3031,6.7478,-0.2201,-0.0141,-3.6021,-2.8579,-2.987,4.4307,4.8764,-3.7099,1.9612,3.3069,3.1903,1.5029,0.328,-3.7783,4.2747,-3.1338,-0.9864,-1.1007,3.8773,3.2689
17601,821.73,1,0.8524,0.9044,-3.7496,-3.9012,4.6429,3.0912,1.744,5.1024,-0.5246,-0.2422,2.4657,3.9263,-3.719,8.0076,3.6251,-2.1858,2.2113,2.6963,-4.6034,-5.1199,-3.0287,-3.2602,2.2149,4.3842,3.0679,-2.6622,5.9481,-0.3368
18259,2193.16,1,0.6038,0.4537,5.4773,-2.7706,-1.2953,1.631,1.3837,-4.4309,1.9734,3.0554,-4.0358,3.4821,-3.7771,-4.7696,-3.1551,4.2691,1.377,-2.2226,2.5847,-0.5,-1.1863,-3.431,-1.3869,-2.5879,-5.8299,-2.1863,-5.5759,-2.2629
159456,1336.1,1,3.3329,4.6151,0.2986,-4.2745,-4.7442,1.658,2.9967,-3.8521,4.8741,1.8613,-2.1726,-0.3158,-1.8125,5.4256,3.4062,3.0991,1.2628,3.2328,4.7321,-3.2072,4.9373,-1.7085,3.2561,-3.9627,-6.6386,4.8292,-6.5283,5.9998
39336,1932.97,1,0.5218,-5.9351,-2.6705,3.1018,-2.6533,3.4879,-6.2018,-4.657,-3.2065,-0.2864,-2.9582,3.4614,-5.5203,-4.2327,-0.4367,4.1154,-2.0036,-0.7197,1.3783,0.4848,-1.0253,2.8481,-4.6703,1.1791,-0.2153,3.3695,2.6199,2.2851
169882,1421.38,1,3.5572,0.1453,2.6027,-1.7341,1.332,-3.2786,-4.9932,-5.4646,-0.5831,6.4057,-1.253,0.0155,4.3543,-3.4906,-2.0591,0.8956,-4.3284,-1.2368,-2.9617,3.4594,0.2232,-3.4346,-5.0341,-1.1175,-2.4714,-1.5496,-4.2981,2.3067
25485,1231.82,1,-4.3647,-3.0964,-0.4577,4.5417,0.1088,1.3117,-2.8607,4.967,-2.0527,3.1087,2.1361,6.7199,2.7781,4.9526,-3.3154,-5.7101,-0.8254,3.725,4.4839,-0.0467,2.8528,2.4356,3.591,-5.1947,3.5513,-2.4426,-3.2173,2.889
42733,8.86,1,-1.4277,2.0953,3.9202,-3.4995,-4.9069,2.4498,4.1262,-0.0651,4.6631,3.4152,2.7016,1.6812,-3.2564,-4.0023,3.9371,4.0164,2.0034,3.9392,-6.6616,9.3347,7.4713,1.6681,-7.4913,-4.7567,-3.138,2.6248,1.0688,-4.7068
155817,2225.4,1,6.937,2.0961,3.3315,1.8997,-0.4601,0.7666,-5.7167,0.9936,4.3042,-2.7353,-5.2132,-1.8544,-3.367,-6.3396,5.3684,-4.6397,-5.1962,-2.9217,-4.8567,-1.8645,-3.4036,-2.3602,-4.3431,-2.7741,1.2211,-3.657,2.9127,-6.578
164553,1356.59,1,7.3475,-1.1194,0.8093,2.5645,0.2653,-3.5218,2.3951,1.3701,-1.2663,2.9269,4.5909,-1.3821,-4.9481,-2.081,6.1652,3.7597,2.4631,-4.3939,-4.0368,-0.5847,-3.2543,-4.7544,-3.5151,1.5411,-0.9007,-5.7611,-2.5192,5.1267
54460,1681.03,0,-0.5396,0.644,0.3021,-0.2738,0.1098,-0.7393,-0.9885,0.5421,0.1148,-0.0239,0.1163,1.6131,0.4345,-0.5227,-0.8402,0.5273,0.428,0.2875,-0.4064,0.1816,-0.3617,0.3314,0.4913,-0.2717,0.5659,0.0574,0.2459,-0.6548
90257,792.25,1,2.4689,3.9669,-4.093,1.9686,2.6009,0.6736,-2.617,3.4825,3.5301,2.9099,0.622,-3.5105,6.5858,3.4479,-4.6107,4.1929,6.6158,-2.2984,-3.3308,-0.3881,-3.9967,-1.0146,1.8694,-3.8214,-1.4728,5.5141,-3.206,5.4503
131958,1991.46,1,-2.0523,-0.2631,-7.0219,-3.9856,3.1597,2.681,-2.9556,-3.8556,-2.5558,-4.536,5.2687,2.7905,-7.0534,-0.7612,-1.4416,0.7978,2.2271,-5.3175,0.2441,2.2938,-3.3526,-0.5982,1.1856,5.3773,3.527,6.2835,-0.0199,-1.557
129863,743.74,1,-4.4183,-1.2911,6.0423,-0.3034,-4.1857,1.9853,4.7542,-1.6529,3.7607,-7.3476,-2.1636,-3.2036,-0.2611,2.2319,3.9151,-5.3872,0.6111,-1.9743,-5.7759,1.4755,-4.3738,-3.9164,4.4647,0.5234,2.3858,5.0523,-2.4171,1.5386
30953,187.2,1,7.0408,1.5203,-0.7268,-3.9139,-3.226,0.5501,-2.8221,5.3318,-2.0726,-1.8444,-6.6935,-4.1333,1.4394,4.2804,0.6736,8.1281,-3.3173,0.6267,-4.2999,4.8744,2.6767,-5.6825,0.1477,4.2123,-2.1107,-4.9907,3.5929,-3.0817
103789,182.71,0,-0.6825,0.3507,0.2594,0.2479,0.0008,0.2074,0.8022,-0.1425,0.0693,-0.5431,-0.4341,0.0489,0.552,-0.1281,-0.118,-0.2034,-0.2674,0.1475,-0.7486,0.6405,-0.3327,0.361,-0.635,0.3344,0.336,0.1921,-0.4972,0.1248
