Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
159776,59.78,0,-0.0755,-0.3866,0.0439,0.0877,0.3511,0.7352,-0.1819,0.6077,0.033,-0.7637,0.8916,1.1363,0.3095,0.0449,-0.1357,-0.232,0.6054,-0.0086,0.837,0.0174,-0.2062,-0.3007,-0.3719,0.2571,-0.6472,-0.4092,0.6622,-0.4773
112153,1893.09,1,-1.0959,1.6982,-1.7014,-3.7122,3.6383,-3.4018,-2.3991,-1.3515,-2.6639,-7.6946,6.4805,1.5778,1.1238,-3.4147,4.9608,-2.2006,-6.0335,-5.5067,6.6086,-2.8582,-0.8941,-3.153,4.984,2.267,-4.7172,3.9781,0.637,2.2156
108633,1785.36,0,-0.3206,0.2091,-0.2804,-0.264,-0.1011,0.8264,0.352,0.4044,0.8039,0.4513,-0.5657,0.4437,0.5071,0.3259,-0.0977,0.2732,-0.0101,-0.489,-0.3648,0.3519,-0.4529,-0.4058,0.3767,0.0669,0.2886,-0.6145,0.2747,-0.33
23275,49.11,0,-0.0873,0.0126,-0.2908,-0.7558,-0.9233,-0.1822,0.0423,-0.2193,-0.9047,0.1007,0.8147,-0.0573,-0.2898,-0.0302,-0.5522,-0.5844,0.2257,0.4952,-0.0735,-0.9869,0.1767,1.0337,-0.1219,-0.0889,-0.4363,0.2407,-0.3355,0.5108
129217,2082.57,0,0.4833,-0.3382,-0.9525,0.1288,-0.2933,-0.0929,-0.3649,0.9872,-0.779,1.4167,-0.1953,0.0917,-0.2874,-0.3083,-0.3924,0.3006,-0.7054,0.1821,-1.0922,0.1368,0.4246,-0.6373,0.3394,0.0257,0.7992,-0.4276,1.408,-1.1954
168696,1135.81,0,-0.2074,0.3218,0.0828,1.3027,0.115,-0.2575,0.3198,0.3086,-0.0787,-0.5474,-0.264,0.4407,-0.8737,-0.124,0.4974,-0.0467,1.0869,-0.8723,-0.4807,-1.1573,0.9968,-0.4725,-0.9935,-0.306,-0.6964,-0.3024,0.0206,0.4025
145797,1022.28,0,0.5836,-0.4128,-0.994,-0.9517,-0.4043,0.9448,-0.2053,0.0726,0.6517,0.0552,0.0379,0.3113,0.1445,-0.0497,-0.3607,0.0392,0.5472,0.891,0.1461,0.3776,0.1349,-0.0437,0.2571,0.5947,-0.4432,-0.7257,-0.2665,0.1058
52903,2418.05,0,-1.0264,-0.5904,-0.1212,0.5746,-0.7614,0.1472,0.1098,0.836,0.2855,0.3143,0.3497,-0.4621,-0.2864,0.5584,-1.0254,-0.3412,-0.6654,0.1171,-0.2108,0.313,-0.0545,-0.773,-0.7499,-0.003,-0.3856,-0.2663,0.4692,0.3795
67609,935.16,0,0.2457,-0.1145,-0.5685,-0.4109,0.6513,0.0688,-0.2753,0.2548,-0.4072,0.7504,0.6764,-0.2333,-0.3143,-1.3091,-0.7408,-0.6697,0.0676,-0.1631,-0.6727,-0.1406,0.2527,0.2639,-0.9498,-0.0641,-0.6917,0.4509,0.3921,-0.449
80880,598.53,0,0.4146,-0.2839,0.1341,1.3255,0.5733,-0.4507,0.5008,-0.4484,-1.4476,-0.0102,0.7816,0.6987,0.1886,-0.2709,0.2432,-0.1346,-0.2568,0.531,-0.263,0.5636,-0.2961,1.0292,-0.8203,-0.4784,-0.0777,-0.992,-1.2855,-0.9877
135383,712.64,1,-3.1202,0.3276,-0.6828,-2.7669,7.242,2.5436,-1.9962,-1.6862,-2.6271,2.5244,-1.3283,3.8412,1.6456,-0.5004,4.58,-3.4811,-2.583,-1.8007,3.7299,1.0315,2.6479,3.3931,7.0285,-1.725,-1.6208,3.846,1.765,2.8512
18328,1284.5,0,-0.2483,-0.1719,0.7285,0.2376,0.2498,0.6299,-0.09,0.3262,-0.2654,-0.5267,0.8971,0.1845,0.3223,-0.5401,0.2552,0.8891,-0.1387,-0.6279,0.092,-0.5179,-0.7789,-0.3674,-0.2463,-0.4936,0.6632,0.9448,0.309,0.1921
39802,1456.1,0,0.2193,0.2445,-0.6291,-0.4045,-0.5834,-1.2379,0.1986,-0.1308,0.1995,0.0177,0.1202,0.6691,0.0036,0.3345,-0.1511,0.4124,-0.6198,-0.9188,1.0533,0.9182,-0.9728,-0.0181,0.075,0.3615,0.8696,-0.5307,-0.5038,-0.0006
118886,13.81,0,-0.9545,0.3848,0.5592,-0.6843,0.1642,0.5286,-0.2245,0.3368,-1.3927,0.5491,0.015,-0.1289,0.492,0.8646,0.2429,0.8044,-0.7766,0.333,-0.066,-0.3941,-0.9643,0.3059,0.4376,0.671,0.5882,-0.3859,0.6454,0.6982
104238,1290.11,0,0.0717,0.4358,-0.6256,-0.7663,0.7897,-0.3059,0.568,-0.077,-0.081,0.2192,-0.442,0.0662,-0.1907,-0.6602,0.1687,-0.1317,-0.0785,-0.6051,0.7957,0.4384,0.4821,-0.1527,-0.8646,0.9765,-0.0305,-0.3744,0.2084,0.5836
55853,1185.52,1,-3.0599,-3.3515,1.2744,4.1185,-2.1822,1.8947,3.894,4.3312,-4.1614,3.6771,2.1586,2.1534,-2.7084,1.7029,-2.9152,3.91,0.0759,-1.6263,5.4991,-2.1577,-1.4004,-6.3988,1.3262,-0.7109,-2.6119,-0.8152,-5.2112,-1.2661
10386,578.67,0,-0.4489,0.5395,0.2523,-0.2853,0.2803,-0.1268,0.1172,0.1149,0.2101,0.1498,0.2105,0.6279,0.3203,-0.1685,-0.049,0.6151,0.0562,-0.187,-0.3156,0.1365,-0.4274,0.6424,-0.5189,0.739,-0.1426,-0.5384,0.0946,-0.4765
47763,1199.06,0,-0.3404,-0.9391,0.3022,-0.8141,-0.3966,0.2164,-0.2503,0.0786,-0.6068,-0.1742,0.0817,-0.4757,0.8432,-0.3187,0.6892,-0.0839,-0.7842,-0.5685,0.088,0.5164,0.8849,0.0641,-0.5886,0.1392,-0.4126,0.1961,-0.4707,-1.0448
122150,782.46,1,-4.3798,-2.9165,-7.8483,0.4106,-0.6776,-4.6294,2.777,-0.1164,-3.3141,6.7068,1.9513,-1.9224,4.3733,-3.3023,2.2,0.9397,-3.7102,-5.5993,5.1842,-5.9529,1.7419,3.3935,3.1245,-4.6249,-2.3889,0.4924,3.4161,-4.4463
24706,167.17,0,0.1174,0.6206,0.6091,0.5123,-0.1308,-0.9206,-0.9317,0.5089,0.4219,-0.3084,-0.7204,-0.5236,0.0873,0.0883,0.5213,-0.2252,-0.122,0.5627,-1.0625,0.1587,-0.1671,0.3564,0.2563,-0.3482,-0.2537,-1.151,0.375,0.1199
166434,938.76,0,0.1659,-0.7813,0.6268,0.8532,-0.2551,-0.9549,0.3856,-0.3365,0.2677,1.1011,-0.7732,-0.3983,-0.0972,0.6458,1.7778,0.1235,-0.8161,-0.1728,-0.3874,0.3608,0.1884,-0.5209,-0.4167,-0.18,-0.1197,-0.0211,0.0244,0.6174
18007,721.1,0,-0.6898,0.448,-0.3861,-0.7935,0.0005,0.5914,-0.4828,0.7995,0.3284,0.0784,-0.2178,-0.1829,0.2151,0.423,-0.2967,-0.4033,-0.1069,0.6968,-0.6084,0.5712,0.0211,-0.8264,-0.2308,0.3048,0.9009,-0.6637,-1.4096,-0.6548
109599,881.41,0,-0.3939,0.2451,-0.3307,-0.2386,-0.0569,0.2726,-0.1296,-0.5696,0.0095,-0.3833,0.7719,-0.13,-0.334,0.9874,0.3694,-0.4484,-0.3955,0.2371,0.0217,0.4451,-0.3313,0.3506,-1.1191,-0.0772,-0.3086,-0.2275,-0.0514,0.5693
35037,2492.93,0,-0.4688,-0.6837,0.0628,0.1314,0.3342,-0.8426,0.437,0.4459,0.2122,-0.2105,0.1542,-0.0802,0.4843,-0.1833,0.054,-0.8692,0.1526,-0.3748,0.2562,0.3942,-0.305,0.0156,0.0872,0.184,0.3949,0.3295,-0.1899,0.7992
151025,1386.96,0,0.669,-0.172,-0.2442,-0.7756,0.2325,-0.9134,0.409,-0.7567,-0.6779,-0.5956,-0.358,0.471,0.752,-0.3063,-0.0233,0.245,-0.1647,0.2254,-0.002,-0.1267,-0.7099,0.0745,0.4792,-0.3891,-0.9841,-0.1598,0.7549,0.606
142888,1122.55,0,-0.712,0.0893,-0.9823,-0.7406,-0.0012,-0.2718,0.996,0.9169,-0.434,0.2786,0.3746,-0.2987,-0.7478,-0.0061,-0.0864,-0.2179,0.2212,-0.3754,-0.576,0.0545,0.193,-0.5883,0.464,-0.8852,-0.2891,-0.129,-0.3181,-0.2825
80441,1388.38,0,0.725,-0.6351,-0.4382,0.3402,0.1352,0.4475,-0.6391,-0.1434,-0.3085,-0.5551,0.2979,0.4715,-0.1684,0.7614,-0.3929,0.7492,0.2811,-0.6118,0.9908,-0.2222,0.6026,0.0728,0.1872,0.4506,0.4229,-0.1711,0.2658,0.2283
12365,1950.01,0,-0.6211,0.5413,0.4637,-0.3227,-0.3093,0.5934,0.2658,-0.8933,-0.0979,-0.1163,0.1238,0.003,-0.2564,0.0892,-0.2239,1.7071,0.0614,-0.0073,0.9214,-0.6822,-0.055,-0.4748,0.3175,-0.2472,0.29,0.254,0.3902,0.2623
155973,1392.33,0,-0.0925,0.325,-0.4353,-0.0384,-0.7657,0.3941,0.0799,-0.6096,-0.4009,0.0305,0.4619,0.7398,-0.0671,-0.6823,0.1192,0.8924,-0.8114,-0.4773,0.3055,0.0768,-0.2725,0.1101,0.4888,-0.0492,-0.093,0.2945,-0.1353,0.5713
76320,1490.66,0,-0.1189,0.2332,0.2603,-0.5398,0.4985,0.5637,-0.5649,-0.4119,0.5955,-0.0734,-1.1099,-0.6998,-0.1247,-0.5815,-0.2067,0.0162,0.7311,-0.1452,0.5363,0.7144,0.7172,0.1424,-0.9816,0.2304,0.5242,-0.0405,0.8723,0.4299
122148,1719.93,0,-0.2077,0.3758,-0.1022,-0.0818,-0.506,1.0478,0.2657,-0.5414,0.0891,-0.5767,0.8612,0.0998,-0.4878,0.3488,-0.139,-0.6441,0.1905,0.1764,0.5689,0.0323,0.0535,0.0801,0.7976,-0.155,0.2347,0.3084,0.1749,-0.174
23189,1790.58,0,0.7459,-0.2413,-0.3558,-0.3485,-0.201,-0.5316,0.1476,0.1562,0.6694,-0.8801,-0.4721,0.4028,0.0917,0.0224,0.6319,-0.505,-0.3644,-0.4233,-1.0065,0.0664,-0.2614,-0.3665,-0.4567,-0.0089,-0.3993,0.1108,0.2296,-0.1473
104218,1529.95,0,0.7296,-0.457,0.2502,0.4462,-1.497,0.4556,0.6923,0.5479,1.0267,0.4826,-0.2686,0.6195,-0.297,0.0412,0.4159,0.224,0.6756,1.2443,-0.5687,-0.1642,0.1582,-0.2316,-0.0379,0.3879,0.3215,0.1237,0.0739,-0.1119
72784,97.48,0,0.2208,-0.2088,-0.3426,0.612,0.3071,-1.1273,-0.3341,-0.3906,-0.3106,0.4312,0.0096,-0.6948,-0.1916,0.2709,-0.1098,-0.3223,0.1656,0.8091,0.2307,0.6505,-0.2888,-0.0042,-0.0143,0.0593,0.2203,-0.4595,0.3237,-0.8139
155800,27.49,0,-0.3288,0.1709,-0.0232,0.7776,0.2047,0.6935,0.0543,-0.0854,-0.0191,-0.3857,0.2658,-0.3452,0.0562,0.4276,0.7918,0.0814,0.4306,0.3709,-0.1912,1.0539,-0.2881,0.0455,0.7271,0.7147,0.0072,0.4952,-0.112,-0.2443
111999,212.08,0,-0.146,-0.2019,0.62,0.0004,0.4857,0.3383,-0.5493,-0.8586,-0.6183,-0.2134,0.0672,-0.3242,0.3515,-0.2638,0.1285,0.0588,0.8672,-0.4876,1.1042,-0.2972,-0.67,-0.1085,1.6201,0.4476,0.3015,0.3976,-0.3848,0.163
21009,950.12,0,1.2487,0.023,-0.3206,1.4122,-0.6595,0.0101,0.0898,0.6726,0.1799,-0.2493,-0.4756,-0.1709,-0.5035,0.0239,-0.2821,-0.747,0.6276,-0.2488,-0.6341,-0.0841,0.0342,-0.8732,0.1658,-0.5236,0.8555,0.262,-0.1999,-0.3726
67732,2057.31,0,0.2973,-0.4598,-0.5111,-0.5284,0.5237,-0.4729,-0.4106,0.2688,-0.126,-0.1899,-0.2333,-1.1628,-0.4834,0.5908,-0.2697,-0.9502,-0.504,0.1799,0.17,-0.1471,-0.3446,-0.7011,0.1841,0.4189,0.6444,-0.5553,0.6828,-0.0283
135332,592.83,0,-0.6694,-0.1119,0.1281,-0.862,-0.1712,0.5801,0.3242,0.1867,0.3106,-0.2869,-0.3535,0.636,0.4143,-0.3731,-0.9394,-0.3628,0.2718,-0.3291,0.165,0.7099,-0.0465,0.117,0.3425,-0.541,-0.3865,0.3631,0.0185,0.0609
89782,49.52,0,0.138,1.0211,0.2861,0.298,-0.1333,-0.4899,-0.2641,-0.3552,0.1961,-0.8256,0.2963,-0.0586,0.3667,-0.362,-0.4507,-0.2033,-0.2153,0.4032,0.3984,0.9525,-0.2477,-1.6738,-0.2047,0.1153,0.3573,0.1518,-0.2481,0.8571
146824,1187.07,1,-4.2666,-1.8278,3.3264,2.1635,-0.1212,0.641,1.2874,3.6917,2.588,1.8552,-2.5924,5.6258,2.8471,1.4892,0.3882,-4.7719,1.8886,-2.4641,-4.6734,4.2095,-3.5592,-5.7248,-1.7341,2.1155,-2.1295,0.3441,5.5306,-3.9571
112081,1517.63,1,-3.0785,-6.5096,0.6647,-2.9817,2.1023,-1.6996,1.2372,-0.1917,1.0159,1.8926,-0.2627,1.002,0.1076,-6.9902,-2.0799,-2.547,-1.0165,3.3581,3.5089,-4.2435,-3.4561,-0.1223,-2.1287,-1.7598,-2.4722,2.6889,-0.4183,5.4595
90903,1857.38,0,0.5457,0.3912,1.0905,0.2569,0.4545,-0.7803,0.4708,0.5882,0.7524,0.0602,-0.1709,-0.5448,-0.499,-0.0128,-0.8757,-0.3841,0.0448,0.0336,-0.4847,-0.6169,-0.5423,-0.1104,1.0649,0.5302,0.1071,0.2769,0.5079,0.3378
108303,1527.46,0,0.6212,-0.2574,-0.3656,0.4389,0.0729,0.6789,-0.0313,-0.3254,0.1374,-0.2238,-0.311,0.4159,0.9158,-0.1232,-0.4874,-0.0767,0.2574,0.1287,0.5971,0.3325,-0.5517,-0.2467,-0.6904,0.5723,-0.9959,-0.6417,-0.2559,0.282
53148,2228.26,0,-0.2614,0.2514,0.5242,-0.4929,0.4882,0.4654,0.1465,-0.269,0.4677,0.2542,-0.508,-0.1837,0.4095,0.0573,0.543,-0.1708,-0.4999,1.0968,-0.8404,-0.2499,0.1399,0.493,0.3232,1.1556,-0.0588,-0.4365,-0.1098,-0.16
119367,38.53,0,-0.4355,0.975,-0.0909,-0.0693,-0.5138,-0.0817,1.1674,-0.1264,0.2594,0.4753,-0.0907,-0.2048,0.2361,-0.1206,-0.1659,0.4699,-0.0347,0.6066,-0.046,-0.6586,-1.7129,-0.9191,-0.833,0.1333,-0.4857,-0.9871,-0.0655,-0.5409
13869,2148.4,0,-0.8524,0.4909,0.253,0.2641,-0.2852,-0.0937,-0.9864,0.4335,-0.4995,-0.4353,-0.4421,0.9002,-0.3344,0.4711,-0.012,-0.4146,-0.5052,-0.3144,-0.0372,0.3009,-0.2355,-0.2542,-0.4406,-0.597,-0.6388,0.494,-0.2644,-0.2201
76540,805.99,0,0.3747,0.0109,-0.9268,0.1011,0.133,-0.0722,0.1483,-0.6101,0.8205,0.1901,-0.8868,-0.0029,0.2034,-0.5565,0.2668,0.8405,-0.3222,0.2142,0.1043,0.4841,-0.0544,-0.5334,0.4521,-0.5036,0.9044,0.2804,-0.2994,0.5543
125016,1676.92,0,-0.3454,0.0826,0.4721,-0.3455,-0.7086,-0.8984,0.6361,-0.0955,0.1457,-0.2871,-0.6339,-0.5407,-0.6705,0.425,0.7463,0.0186,-0.7589,0.2483,0.6325,0.4858,-0.0146,-0.1172,-0.0186,0.6126,0.3802,-0.1929,-0.2055,-0.2408
33880,265.24,0,0.1855,-0.2434,0.0904,0.7091,-0.4098,-0.2197,0.3205,0.7486,-0.6212,-0.8504,-0.0003,-0.0519,0.3501,0.2738,-0.017,0.5246,-0.3405,0.1058,-0.6079,-0.0211,-0.7306,-0.5579,0.8547,-0.9123,-0.1083,0.4136,1.1107,0.0885
58581,1595.01,0,-0.3141,0.6432,-0.1285,0.1388,-0.4666,-0.4985,0.3441,-0.2218,-0.4269,-0.3216,0.3495,-0.3145,-0.0588,0.0075,-0.9587,-0.7356,0.1681,-0.3685,0.5284,0.4834,0.3596,0.9099,-0.0415,0.3244,-0.2922,1.2262,0.9918,0.0059
113027,121.89,0,0.6363,0.2197,0.8134,-0.1443,-0.4035,0.2561,0.0594,0.1614,0.0866,-0.2422,0.0979,0.4867,0.5381,-0.2448,0.1155,0.7386,-0.2339,-0.3247,0.3972,0.3095,-0.4185,-0.6997,0.1058,-0.2093,-0.842,-0.3436,0.3013,-0.0757
160405,135.59,0,1.0799,-0.9307,-0.2519,0.2803,-0.8026,-0.4635,-0.543,-0.1551,0.7108,0.0084,-0.2315,-1.4422,0.2334,0.395,-0.85,-0.0335,0.0965,0.4823,-0.3624,-0.4377,-0.2282,0.6422,0.5219,-0.0107,0.5099,-1.1843,0.3958,-0.5594
140371,830.34,1,5.1842,-4.0958,-5.6717,4.4483,0.6005,4.3978,-5.941,0.4745,-4.2822,4.3181,6.2376,3.8317,-4.2103,4.8208,0.0077,-4.8364,3.1591,4.5176,2.5827,2.3747,2.4854,-0.8358,-4.5179,1.0425,-3.5448,5.4674,-4.3134,2.4794
123435,1123.98,0,-0.519,0.5112,-0.8225,-0.286,0.4198,-0.0292,0.5644,-1.0174,-0.1608,0.6686,-0.5634,0.5174,-0.1178,0.2171,0.6323,0.2149,-0.2956,0.281,-0.3309,0.1367,-0.6259,0.0145,0.5946,-0.1494,0.5468,1.5467,-0.0145,0.3071
60406,1875.36,0,-0.0531,0.6086,-0.7573,-0.778,-0.4682,0.1446,0.9027,0.4345,0.2962,-0.0399,-0.6663,0.2575,1.013,-0.12,-0.2803,-0.1176,0.2999,0.0559,0.455,-0.0167,-0.1205,0.1145,-0.2698,0.8704,0.4116,-0.5498,-0.3729,0.2827
161328,732.03,0,-0.8112,-0.5515,-0.263,0.388,-0.2225,0.1278,0.0676,0.2495,-0.5174,0.5296,-0.7036,-0.2239,-0.0105,0.3801,0.6897,0.384,0.708,-0.4146,0.5952,0.5093,-1.1981,-0.1102,0.301,-0.2577,-0.5429,1.0571,0.0555,0.0692
60192,1318.54,0,0.4725,0.0684,-0.5943,-0.2985,0.3525,0.6435,-0.0226,-0.5222,0.527,0.3503,0.6533,0.1451,-0.2603,0.2584,0.1632,-0.2874,0.0993,-0.0975,0.3718,0.246,-0.5258,-0.5762,-0.0449,0.0164,0.3805,0.2567,0.7293,-0.2336
81017,1101.22,1,3.7524,5.6835,2.132,-2.9586,-4.5735,-1.6618,-3.7558,1.5027,4.65,-1.6945,2.2138,1.2576,-4.4388,5.9366,-1.8565,-4.5545,-2.6191,1.6285,-0.9388,-0.9939,2.199,2.321,-0.4195,1.886,2.0648,-3.0418,4.4754,0.8522
146564,214.46,0,0.2841,-0.348,0.6527,-0.7898,-0.5193,0.6462,0.295,1.2702,0.0342,0.8502,-0.9287,-0.7068,0.4478,-0.8702,-0.0987,0.5836,0.2506,0.0055,-0.2246,0.1011,0.2886,-0.3304,0.1859,0.5392,-0.1112,0.0341,0.2419,0.2757
102508,1027.7,0,0.6663,0.4645,-0.3025,0.2489,0.2687,0.3212,-0.8471,0.5033,-0.2848,-0.1789,1.3189,0.1509,-0.1932,-1.1026,0.6949,-0.6726,-0.5017,-0.1657,0.7082,0.3866,-0.0789,0.1541,-0.3002,0.0698,0.0367,0.4844,0.4836,0.247
120373,392.19,0,0.3068,0.7452,-0.7753,-0.5344,-1.0049,-0.3392,0.5332,-0.2799,-0.6541,0.1133,0.1262,-0.5085,-0.253,0.0753,0.373,-0.3244,-0.3965,0.9563,-0.137,0.1247,0.3242,-0.8934,-0.0093,-0.8229,-0.0654,0.6866,-0.4992,-0.8332
128943,982.68,0,-0.0451,0.2473,0.7875,0.3794,0.0708,0.8368,0.4383,-0.3668,0.99,0.3212,-0.1068,-1.0104,-0.6888,0.8501,0.8698,0.0426,-0.8851,-0.5435,-0.8119,-0.8301,1.0134,1.03,-0.5604,-0.0044,-0.6424,-0.0076,0.8197,0.5394
14960,1496.79,0,0.5094,-0.5747,-0.1311,0.0998,-0.4703,0.0395,0.0111,0.5421,-0.2491,0.5817,-0.4787,-0.4089,-0.1897,0.0239,-1.2083,0.2296,0.8547,0.3256,-0.1053,-0.5423,-0.9065,-0.8215,-0.0654,1.0535,-1.3585,0.3501,-0.3389,-0.1677
41346,1804.08,0,0.3969,-0.2575,0.5721,-0.4655,0.4267,-0.8373,-0.5886,0.8263,-0.1019,-0.3405,0.5514,0.6087,-0.2166,0.1392,0.0685,-1.4136,-0.6979,0.4711,-0.4163,0.2649,0.1315,0.6077,-0.6819,0.1971,-0.0327,-0.3949,-0.3984,0.1137
66221,307.74,0,0.7647,0.5209,0.151,0.739,0.112,-0.2655,0.2776,-0.4149,-0.4978,0.3858,0.4279,-0.6369,-0.6184,-0.2225,-0.3557,0.2382,0.024,0.5825,0.1586,-0.3223,-0.9456,0.0897,-0.8552,-0.3285,-0.3609,-0.2542,-0.658,-0.3626
131656,463.43,0,0.1809,0.9823,-0.8464,0.0501,-0.044,-0.2283,-0.0404,-0.2711,0.6216,0.6712,0.0441,-0.0706,-0.2465,0.0451,0.9239,-0.0519,-0.4197,-0.1989,0.3767,-0.3589,-0.0169,0.2364,-0.3209,-0.8822,-0.5357,-0.4294,-0.1144,0.0221
121860,1712.09,0,0.147,-0.1922,-0.0068,-0.19,0.5965,-0.4195,0.4618,-0.2646,0.6605,0.2134,-0.3747,-0.1547,0.3558,-0.2496,0.0111,-0.2565,0.8796,0.9655,0.7316,-0.0622,-0.2014,-0.3896,0.7679,0.4654,0.4894,-0.125,-0.8789,-0.764
161969,1616.73,0,0.0794,0.578,-0.3042,-0.5039,0.1269,-0.8965,-0.144,0.1225,-0.135,-0.7717,0.7971,0.0518,0.7156,-0.13,-0.44,0.1346,-0.1079,-0.5889,0.7349,-0.3111,-0.9201,0.6641,-0.2521,-0.3039,-0.8827,0.8705,-0.6447,0.0292
