Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
67193,1791.93,0,0.1025,-0.138,-0.2357,-0.5061,0.5483,-0.214,0.2611,-0.2629,-0.5415,0.2776,-0.3734,-0.2002,-0.6243,-0.2466,0.0121,-0.1437,0.4091,0.0728,1.5437,0.2121,-0.8677,-0.1064,-0.0631,-0.3068,0.0363,-0.3217,0.1664,-0.9543
113313,307.63,0,0.3762,-0.2941,0.5446,0.191,-1.1712,0.1498,-0.203,0.2686,0.4721,0.0976,0.8326,-0.0894,0.3124,0.4025,-0.0487,0.3894,-0.2973,-0.2113,-0.6562,0.1207,0.1626,0.5896,0.3956,-0.1424,-0.5891,0.2164,0.5554,0.3776
22873,651.08,1,-5.0924,-5.3745,5.7559,-4.6349,3.8486,-2.9228,-3.5226,3.4996,-2.7606,-1.4416,-0.1158,-4.8121,-6.5519,0.3458,-1.5149,-4.4511,-6.5101,3.1015,4.8396,-5.1916,-2.2669,2.3648,-3.946,-0.8407,-0.1032,-1.6735,3.5659,-2.3379
169914,622.11,1,-5.6872,-1.5177,-3.5652,-3.8453,1.5191,2.229,0.64,5.0608,4.7826,5.4416,-0.3132,6.7285,2.7491,0.3255,-5.2087,-3.1395,-5.7053,0.0844,3.6802,-4.1595,-3.9716,1.7331,4.4295,-4.5508,1.4331,6.8582,1.0565,0.4596
51041,1821.04,1,6.345,-0.2414,0.1182,-1.8969,-4.511,1.3499,-1.4575,0.0001,5.06,0.4666,6.3676,0.5743,-5.3167,-0.4498,-2.3721,1.6488,-2.6714,1.9586,-1.9692,3.6519,-1.6111,-3.6868,5.5812,3.2646,-3.9923,-3.6369,4.9986,3.4745
96755,239.57,1,-2.3175,-3.6494,3.7617,-2.8917,-4.139,-2.4945,1.5758,-2.7256,-6.3035,-2.9313,2.6463,5.0491,2.8829,-5.4711,-1.1304,5.0162,1.527,3.9327,-3.8781,-3.6545,1.6072,0.269,1.4337,4.378,-2.9342,3.5357,-4.1954,-3.8273
44187,343.47,0,0.3306,-0.4525,-0.1041,0.6775,-0.2597,0.0036,-0.0529,-0.0939,0.8342,0.1529,-0.7851,0.7642,0.1374,-0.1868,0.6747,-0.3893,0.8579,0.0467,0.5028,1.5338,0.09,-0.0484,-0.5335,-0.0603,-0.5181,-0.0935,1.4473,0.0598
58435,2213.13,0,-0.3342,-0.6973,-0.02,0.7665,-0.1549,0.3926,0.422,-0.1418,0.6582,-1.4543,-0.6114,-0.4578,-0.4099,0.1681,0.145,0.197,0.298,-0.4751,-0.6091,0.1982,-0.3151,-0.7852,0.4857,0.6976,0.7786,0.0935,0.313,0.6849
141092,2222.27,1,4.4963,3.5341,-2.2042,4.2019,1.088,-7.2442,5.4443,-4.1573,-5.0543,-2.3008,-1.7676,-1.8868,-0.0538,2.2207,-1.2515,-2.6546,-1.0393,-6.6609,-5.4123,6.6535,-1.5264,-0.8525,-4.9459,-4.8913,-1.9475,0.6359,-5.2658,1.496
67572,1678.91,0,-0.2396,0.3287,0.1483,0.2253,-0.4298,0.6411,0.148,0.4159,-0.1941,0.4911,-0.211,-0.4459,0.8859,-1.1863,1.4949,0.3509,-0.1574,0.163,0.3512,-0.1662,1.0176,0.7378,1.3634,-0.6107,0.1077,-0.6935,-0.5457,-0.1631
169931,2050.95,0,-0.0748,-0.6685,-0.0062,-0.1642,-0.025,0.7359,0.0888,-0.3973,-0.3557,0.2976,0.6493,0.141,0.3444,0.3049,0.7095,-0.9748,0.3336,0.4919,-0.6694,-0.4428,-0.4254,-0.3644,-0.2409,0.1213,0.4328,0.5407,-0.4189,-0.4224
135756,1524.43,0,0.4886,0.0898,-0.0247,-0.1259,-0.1048,0.3042,0.1836,-0.0157,0.7548,-1.4834,0.2549,0.3589,0.5735,-0.0324,0.104,0.493,0.7456,-0.1503,0.1335,0.8393,-1.062,-0.345,0.7329,0.5463,0.2612,-0.2243,-0.4409,-0.2956
114273,2155.83,1,-1.5668,-3.5737,-3.3429,1.0693,-3.4108,5.3027,4.192,-2.376,-3.9138,6.0638,4.7779,-4.1008,-6.0942,3.2032,4.2158,1.7947,-2.1056,2.3675,-4.6532,3.4785,-4.3741,-1.7032,-1.2308,-0.7981,1.6681,0.8446,3.5765,-0.6693
130918,1695.62,1,5.632,1.9224,-5.0592,3.4539,-0.4379,-0.9061,1.3313,2.5308,4.3765,-1.9045,-1.6862,1.5553,3.6241,-1.2835,-4.1349,6.6031,2.614,-6.5642,-3.3961,5.6013,1.2203,1.0784,3.7838,0.9308,0.8587,-4.5686,6.1783,-1.9977
109846,1069.54,0,-0.2859,0.8812,0.7419,-0.2346,-0.2516,-0.5068,-0.3148,-0.6163,0.2144,-0.728,0.3019,0.314,-0.8306,0.7749,0.2568,0.3748,-0.3793,0.3112,0.5632,-0.0493,1.001,0.022,0.5704,0.1465,0.2928,-0.8357,0.1855,-0.3675
76003,2484.23,0,0.1431,-0.4735,-0.32,-0.405,0.5458,0.1477,-0.8337,0.7263,-0.166,0.3267,0.5262,-1.281,0.2273,-0.1263,-1.2109,-0.5663,-0.2273,0.4228,-0.0881,0.0741,-0.1781,0.544,0.2605,0.0814,-0.5716,0.0599,1.3909,0.3976
119885,1959.17,1,0.4543,3.1351,-3.0309,1.0387,5.9095,6.7615,3.2621,4.9384,-1.8863,2.9923,-0.8147,-2.9619,-3.2186,-1.6554,1.5485,3.6704,-2.717,-0.3359,3.92,0.4506,-4.9973,1.0273,-4.6344,-1.2192,3.6819,-3.5038,-2.3035,-0.8991
23936,533.24,0,0.0183,-0.1893,-0.6334,-0.4496,0.5929,-0.7014,-0.9985,-0.194,-0.9659,-0.4549,-0.626,-0.6216,0.0348,0.1285,-0.403,-0.0472,-0.4279,0.2004,-0.7388,0.0826,0.1205,1.168,-0.8772,1.3279,0.3783,0.9137,0.4526,-0.4718
75875,1566.75,1,6.6361,-2.8031,-0.5312,5.0142,-6.2892,-3.419,-5.8207,-4.5472,-1.3419,-2.4341,-3.5982,4.0421,1.5279,0.7001,-6.9999,-0.292,-0.6375,-2.7493,5.1922,6.1074,-0.349,-3.7516,-1.4378,-8.0697,4.9376,0.1647,5.0179,-4.6256
139926,1368.32,1,-0.701,-0.1487,-1.1183,-1.403,5.5047,-0.7271,1.0543,-3.0751,-1.395,-0.4626,4.7143,6.0493,-5.8533,3.9982,2.0015,-0.7465,-0.9692,-5.3437,3.7249,-4.0198,-2.6357,-1.2162,-2.6301,7.8032,1.2736,1.0803,2.4037,-4.3841
53319,849.15,1,-4.7349,3.0272,-2.6763,0.2688,-0.4816,0.6102,2.054,-0.6861,-3.362,-1.7532,-2.3173,8.0105,-1.3061,-4.1432,5.5455,-6.1581,-3.8155,-3.6224,5.7055,3.8284,1.5189,-7.9887,0.7337,4.1526,7.9271,-3.2178,-0.3735,-1.1721
107481,872.49,0,0.0299,0.4482,0.3257,-0.3066,-0.3478,-0.4277,0.0444,-0.7904,-0.4453,-0.2294,0.5277,-0.0661,0.5029,0.0938,-0.2371,-0.2166,-0.583,1.2016,0.5553,0.3019,-0.6517,-0.2258,-0.4877,0.0638,-0.4637,-0.3351,-0.4506,-0.1199
97346,996.8,1,-2.3182,-1.5126,2.0861,-4.9346,-0.8673,-2.4095,0.1658,-0.0895,3.8756,-1.3295,-2.7616,1.5419,-2.6022,5.4245,2.4482,1.0725,8.1541,3.349,3.3731,-3.4555,-2.3418,-2.4379,4.6666,4.1963,5.1922,3.3937,-3.551,-0.7648
147656,1480.51,1,1.9545,-4.822,2.7922,1.7289,-6.5309,1.808,2.6217,1.6741,-6.7271,-1.4238,-2.9324,4.41,-1.4696,-1.1843,-4.0557,-7.1174,-3.7557,-0.4024,1.2719,-4.1631,0.5189,-3.1672,-3.1012,5.1104,2.8563,1.5147,-1.8835,-4.9594
108622,2326.09,1,1.6188,4.9375,-4.5891,-2.6453,2.4344,2.8999,-3.539,-2.8617,2.6584,-4.7873,2.2723,-1.9754,5.5013,-5.3784,-5.0629,4.3367,0.5023,-4.1548,1.142,5.2644,5.1726,-1.1791,-6.3942,-5.1086,4.4206,-3.0563,-2.5334,5.9092
98444,2053.28,0,0.5351,0.5534,1.5778,0.2568,-0.4302,0.4131,0.803,0.2374,-1.0621,0.2777,-0.3149,-0.661,0.0933,-0.7629,0.5116,0.3654,-0.0433,-0.275,-0.092,-0.5055,-0.0385,-1.4222,0.0444,0.0571,0.4226,0.1499,0.4887,0.2735
132388,2216.38,1,-1.1443,-3.4099,-2.2296,5.2414,-2.7714,3.0036,-2.4096,-2.2102,1.387,-3.9184,-6.3761,-4.2015,0.9624,-4.6294,1.331,5.1092,1.0024,0.5553,-4.0944,-5.5027,-2.4632,-2.4981,-4.6564,-1.6287,-1.6265,1.7164,-4.7155,-3.7696
61529,28.55,0,1.3794,-0.1358,-0.3357,-0.2907,0.0005,-0.0003,0.502,0.3791,0.3797,-0.1141,0.3383,0.3906,-0.0397,0.1396,0.39,0.1056,0.1533,0.7035,0.1095,-0.3039,-0.6728,0.0566,-0.1657,0.4042,0.7888,-0.5149,-0.4429,-0.0121
62712,2107.47,0,0.4986,-0.169,-0.2667,-0.2151,-0.4861,-0.7402,-1.2495,-0.5273,1.3153,0.2391,0.9321,-0.1591,-0.2342,0.8583,0.1879,-0.4776,0.3165,0.6254,-0.7139,0.2323,-0.6809,0.5984,0.1153,0.3148,-0.1087,-0.8908,-0.2207,0.4649
75696,2194.67,0,0.2922,-0.4807,-0.0269,-0.3714,0.5865,0.3585,1.0687,-0.3789,-0.3252,0.0288,-0.3627,0.2688,-0.0255,-0.2443,0.5438,-0.9248,0.2711,-0.2756,0.4084,0.5281,-1.1382,-0.1058,0.0291,-1.1789,0.1139,-0.264,-0.6029,-0.3252
19864,1434.52,0,0.2898,0.0489,0.9185,-0.2764,-0.6238,0.1447,0.5061,1.1615,1.7093,-0.776,-0.0676,-0.6221,-0.1237,1.2386,-0.4099,-0.011,-0.2904,-0.5016,0.8964,-0.7696,-0.0413,0.044,-0.0165,-0.1579,0.8072,-1.0559,0.2182,0.2405
40694,2193.76,1,-3.3901,5.9311,4.1852,3.7663,2.1136,2.4737,-1.1386,-8.1192,4.0413,-1.4081,2.1437,5.6819,4.5749,0.1729,8.1395,1.7536,4.3972,4.761,0.0378,-8.2264,-4.2265,2.0806,-5.0674,2.8443,2.8597,4.1094,1.508,-6.9999
102999,484.65,1,-1.6895,-2.486,-1.2449,3.7033,6.2529,-2.5279,-2.5008,-1.8814,2.6314,-3.4117,-1.3807,3.4614,3.1853,-0.5143,6.2603,-2.2593,-2.2082,-3.2343,1.3252,4.7916,4.3527,-3.0754,-2.5323,-0.67,5.7047,-7.7297,1.7458,2.9182
16185,2447.72,0,-0.0983,0.4586,-0.304,0.8371,-0.0683,0.2247,-0.2236,-0.4486,-0.8705,0.3929,0.1977,0.0468,-0.5693,0.7077,0.0529,0.3514,-0.0015,-0.5447,0.4962,0.2254,-0.0907,0.2168,0.4088,0.3301,-0.8557,-0.7451,0.3664,-0.3481
135312,1379.68,0,-0.483,-0.4061,-0.3317,-0.6876,0.1017,-0.7054,0.1783,1.1185,-0.6647,-0.1423,-1.2617,-0.1505,0.3214,0.3603,0.0387,0.4446,1.273,0.8562,-0.2613,-0.7256,-0.2031,-0.4735,0.2257,-0.5906,-0.0364,0.419,-0.0503,-0.4732
82663,2028.96,1,-5.4205,3.4913,3.8221,4.55,-3.7272,-2.5584,2.3446,2.9347,3.875,6.8752,-4.1909,-2.2377,3.5363,-0.3608,3.7742,-6.7467,0.5329,-1.5416,-6.3059,-2.061,-2.0932,4.4895,3.7375,3.3402,-6.3029,7.0407,3.7787,-1.1597
38610,844.97,0,-0.5885,0.7812,0.4445,0.8653,0.27,-0.215,0.6617,-0.0165,0.1104,-0.0214,-1.4735,0.8024,0.2455,0.1649,-0.0309,0.0817,-0.2986,0.3083,-0.6535,0.093,0.2808,-0.0993,0.1854,-0.4957,-0.4829,0.1184,0.3393,-0.9374
51538,2454.7,1,-2.6165,2.6847,-5.249,-5.2035,-4.6159,-0.6046,-2.7524,3.2087,-3.5923,-3.0462,-3.2907,2.4481,2.1738,-2.7167,-1.186,-1.9665,4.9501,2.1543,3.3872,-4.1154,-3.284,3.4231,-1.9723,-3.1539,5.997,-3.2404,-4.1169,-3.4591
157089,582.31,0,0.079,0.1389,0.5454,-0.3809,0.0116,-0.2088,-0.2442,-0.1581,-0.0981,0.1252,-0.1652,0.6137,-0.8522,0.527,-0.1843,-0.0944,-0.0048,0.3528,-0.4401,-0.3284,0.2503,-0.8491,-0.0171,-0.3989,-0.5041,-0.8192,0.3862,0.0794
35412,10.56,0,-0.6188,-0.1943,0.7481,0.5189,-0.29,-0.0079,0.4857,0.2217,0.4,0.2671,0.1077,-0.0829,-0.5976,0.3461,-0.1109,-0.8239,-0.2728,0.4261,-0.9581,-0.5148,0.0686,0.7029,0.5,0.7508,0.1039,-0.1046,0.4217,-0.4497
34967,420.66,0,-0.0303,-0.0275,-0.2494,-0.2688,0.1489,-0.4119,-0.0477,-0.2815,0.1478,0.5543,0.5747,0.6446,-0.167,-0.125,-0.6345,-0.1713,-0.1534,-0.3086,-0.3109,-0.8488,-0.671,0.0223,0.041,0.2415,-0.1294,0.0058,0.6253,-0.0265
168984,437.78,1,3.9994,4.3152,3.4143,4.8375,-0.0666,3.0659,-2.2316,4.615,-2.0202,-3.6737,-2.8623,-0.7243,3.2861,-3.7754,1.2022,2.8494,-4.6114,-3.3189,-1.9738,1.4759,2.3583,-1.9682,-0.8247,-3.7871,4.0047,1.7545,0.6798,1.3731
127028,1148.87,1,-1.8771,2.0657,1.8342,5.2549,-4.446,2.3679,-7.8269,3.916,-1.995,-2.2124,-2.3344,3.3994,-3.5129,4.7715,4.1111,1.7831,2.4106,0.5624,-3.9709,0.781,4.8325,7.972,-5.3627,2.6055,-3.711,-7.1092,-4.37,6.5862
164212,1699.34,0,-0.3432,0.2679,0.4199,0.0664,0.0356,0.1068,0.0218,0.1489,0.9138,-1.0167,-0.1192,-0.4662,0.5904,-0.0704,0.2799,0.7137,-0.5405,-0.2638,0.662,-0.5605,-0.2469,-0.8002,0.6817,-0.2906,0.1756,0.338,-0.4016,-0.952
141241,1082.8,1,1.5166,0.0809,2.4589,-2.9677,-4.5181,-0.831,-2.8807,-6.5476,5.0987,2.6109,0.4014,-3.7287,-1.3748,-5.2126,2.9262,3.5308,2.522,0.8718,0.8949,3.5977,-5.5228,-5.9814,4.27,-1.253,2.2804,6.2161,1.8824,3.3529
154289,1212.61,0,-0.8486,-0.1106,-0.0746,0.3825,-0.4769,-0.2669,-0.4623,-0.109,-0.9965,-0.4021,0.3149,-0.6127,0.4998,0.4367,0.4785,-0.0023,-0.0472,0.1598,0.6601,0.6146,-0.8311,-0.4372,-0.527,0.3634,-0.3396,-0.1017,0.854,0.5604
105029,433.2,0,0.4296,-0.405,-0.2401,0.6949,-0.2621,0.5094,0.0586,-0.0832,-0.2545,-1.5232,0.2699,-0.5261,-0.7092,0.1239,0.5148,-0.8484,0.5017,-0.4516,0.3245,0.2895,-0.1033,0.0149,-0.1981,0.1318,0.1274,-0.4619,-0.6789,0.5042
131164,1036.41,1,-4.5123,-4.6728,-6.3041,6.5322,-0.8712,-2.4568,-4.5538,0.7323,4.4348,2.4756,-2.3485,-6.3249,-3.6309,0.6933,5.9194,1.742,0.7442,2.1628,-4.3986,-2.1375,-3.6929,4.453,-2.2693,0.0936,-1.8029,-2.4403,4.5503,-4.2669
35346,1310.42,0,-0.4172,-0.3455,0.0592,-0.4017,-0.0191,-0.1053,-0.0796,-0.3582,-0.3195,-0.5401,0.19,0.2856,-0.3853,0.7603,-0.1573,0.7651,-0.3211,-1.0133,0.2011,0.1243,0.0172,-0.3211,-0.0173,-0.2556,-0.1512,0.4208,0.0921,0.305
50324,1509.89,1,-2.1744,-2.3087,2.9478,-5.3405,3.4571,-4.2296,3.1246,-5.6161,5.3325,-4.8552,1.7708,-3.0037,1.3041,1.2452,-3.0009,3.1053,-3.6493,4.0974,2.5821,-5.4416,-6.9864,-3.3986,0.4278,4.2739,-2.6115,-2.2364,0.9115,4.18
129318,2274.21,0,-0.3244,-0.2864,0.6532,0.2733,-0.743,0.1836,0.0538,-0.2102,-0.1838,-0.4325,-0.3313,0.1449,-0.1388,0.2728,-0.3925,0.3537,0.6572,-0.0034,0.2603,0.2798,-0.251,0.2817,-1.1342,-1.3333,-0.1647,0.3167,-0.0425,0.3729
83947,342.84,1,-1.2699,1.361,-3.2865,3.3386,-4.8501,-3.9296,0.9356,-2.7245,-1.2653,-1.0042,3.5513,4.1323,3.5237,-0.5317,-0.8093,-5.946,-6.1284,2.6257,4.5992,5.3839,-3.6908,2.5749,-3.581,-3.1578,-2.6834,2.0996,-3.587,-2.2329
81834,122.53,1,-1.6253,-1.441,-4.2427,7.227,-0.0457,4.4141,2.2492,2.4861,3.5778,4.0177,-5.7877,-3.974,1.7281,-4.2541,-2.9595,-3.109,3.4899,-2.858,-3.2994,-0.267,1.5919,6.8814,-0.3284,1.2842,-3.2054,-4.4857,5.5332,-1.7527
89417,708.85,1,0.8372,-2.3283,2.2344,1.7878,-1.587,-3.0382,-0.1596,4.1842,1.5867,-1.5608,-2.1296,1.517,-3.9989,-1.6618,-0.3303,-7.0035,-2.5843,-2.7348,-2.4081,-2.7291,-2.0572,-0.4562,3.0891,0.2678,-0.5363,-3.6013,2.4482,-5.4488
74557,989.42,0,0.1979,0.0532,-0.0695,0.6325,-0.298,0.1903,-0.9015,0.0494,-0.1286,-0.5911,0.1992,-0.3695,0.8661,-1.2169,0.1241,0.0213,-0.1404,-0.2646,0.0343,0.5311,-0.8361,-0.403,-0.5252,-0.5486,0.1714,0.2947,0.5326,0.3025
48502,46.89,1,0.8214,6.5368,6.4215,-0.9369,-2.2628,-0.7264,-5.6003,-4.5314,0.9558,3.8047,1.2944,-2.2227,-1.9597,5.1228,-0.1854,-2.5356,5.7615,-4.0336,-2.7836,5.8513,-2.2179,1.3753,2.882,6.7027,-6.537,-3.8424,8.7725,-1.9026
96150,1766.88,1,2.3938,4.5126,-3.8421,0.0049,3.04,-0.2116,2.3643,-2.6969,-4.6194,4.1667,-3.4566,4.2317,2.9715,-3.393,1.3943,-2.9305,-2.681,3.7279,-2.4721,0.4323,5.0037,3.801,-2.8784,3.7064,4.0808,0.8726,-4.0924,-4.0408
142679,86.31,1,3.4599,-0.8915,-4.8899,-4.6097,6.9168,1.6466,2.8213,2.129,3.404,-2.1487,3.1687,2.4629,3.403,-2.0743,-3.6696,-2.2232,-5.1357,3.0502,3.3311,3.857,-5.0805,2.5619,3.6031,-3.5174,-2.5582,4.1593,2.4389,-1.5231
154151,121.32,1,5.971,-7.0827,3.1961,4.825,1.2816,1.546,-3.9596,-9.0893,-5.725,-5.4271,2.2278,4.3347,6.4107,-2.1304,-3.8037,-1.9869,-2.8114,0.0539,-2.7599,2.5802,3.9659,-0.5064,6.8304,-3.3526,0.8512,-4.986,-5.4256,-3.0199
130848,111.21,0,-0.0771,0.0449,-0.6502,-0.0655,0.4735,-1.4438,-0.1412,-0.831,-0.0161,-0.7524,0.067,0.8133,-0.4897,-0.4172,-0.2349,0.1593,-0.5095,-0.1901,-0.3347,-0.2333,0.1652,0.2755,-0.7384,0.1633,1.5729,0.7721,-0.3209,0.066
144150,1981.85,0,-0.0057,-0.5451,0.9104,-0.1706,0.1241,-0.3516,-0.6749,0.2948,-0.7504,0.1145,0.116,-0.5599,-0.6482,-0.3852,-0.3138,-0.7649,-0.5626,0.038,0.9948,0.5038,0.0803,0.5642,0.5777,-0.1525,0.1289,0.4889,0.5572,0.562
85577,212.06,1,-3.6257,1.4424,-2.7669,3.2933,2.2667,2.7884,-2.8024,-1.7684,-3.8735,-2.997,-0.2705,-2.8712,7.7661,7.295,-0.2625,2.8203,-2.0712,-4.6147,2.2298,-4.5717,3.5694,4.6397,-2.5369,3.4974,-4.6971,-0.224,-2.0822,5.6239
146537,1857.32,0,-1.3857,-0.1978,-0.72,-0.972,0.5643,-0.4459,-0.4033,-0.1829,0.8232,-0.0808,0.4758,-0.1577,-0.7902,-0.5949,-0.0019,0.0538,0.2714,0.2716,0.4501,-0.3846,0.9136,0.9594,-0.2603,-0.397,-0.8924,0.0854,0.2262,-0.2897
17084,136.78,1,-5.8567,-3.3711,-1.519,4.9108,-4.0202,1.798,0.9631,-0.0793,-1.8613,-2.8947,1.1103,-2.7521,0.5161,-1.8786,3.8448,-5.3643,1.407,-5.9462,-2.8284,3.0876,1.4185,-1.2532,-5.487,-4.4367,-2.7631,0.7362,2.411,-4.3034
99711,1472.56,1,-4.1564,3.5903,-4.0998,-4.0201,3.5745,-1.1126,-1.7731,-3.065,-0.5589,-4.066,-4.2737,4.482,-2.6847,3.3899,-4.5913,-0.2012,-2.6239,1.2976,1.4269,3.6647,-4.7714,-4.2497,-5.2026,4.4643,1.2711,0.179,-2.0832,-5.2095
34512,1213.39,1,-1.1936,-3.3697,4.4695,0.0755,-3.2755,0.0525,2.4086,4.4163,-3.3234,2.5599,4.3875,4.3996,-0.3214,4.7159,5.9034,-3.9806,2.1869,-3.227,0.9949,-0.561,6.3015,-1.0482,-6.336,1.6836,2.0671,-3.4625,-2.6727,-3.0601
70309,244.62,0,0.1515,-0.2946,0.0963,-0.072,-0.0471,0.0907,-0.6568,0.0198,0.0817,0.0644,-0.1079,0.5689,-0.1768,0.1137,0.6486,-0.0397,0.1072,-0.0482,0.6187,-0.1289,0.6417,-0.0518,-0.4297,0.3397,-0.1523,0.3103,-1.3647,0.0026
95140,739.89,1,-2.3748,-1.7103,0.3733,1.6197,-2.2816,-4.6664,0.426,3.8958,3.6757,-2.2841,-3.0572,-3.8022,1.4364,-2.7574,-1.9361,-4.1446,-4.7865,-3.0684,-4.0127,-1.0088,4.766,4.0331,3.0301,4.2402,2.0711,-1.3048,5.0728,-3.2578
156246,130.69,1,-0.8635,3.7726,-1.249,-3.1631,-4.6869,-1.3126,-4.7172,3.4616,0.7213,-2.7866,6.1531,-1.503,2.5013,6.2927,1.5613,3.1046,3.6252,-1.2899,-3.9178,3.8491,0.5639,0.6711,3.4313,-2.6138,5.2333,-2.5328,-4.2141,-0.8138
26057,471.9,1,3.637,0.8238,-3.8901,4.0838,-0.3834,-4.3487,-2.9634,0.2615,-4.2567,2.5995,-1.3227,-2.7722,2.8341,3.9577,3.4362,4.4183,-2.1467,-1.2689,-6.855,2.2257,1.0065,-0.8077,2.7152,-1.1524,-4.179,-2.3477,-0.5151,-3.5134
93911,2428.06,1,1.5885,2.4788,-0.5054,3.271,4.5555,3.1494,2.2167,-6.765,1.0757,-2.9996,-2.669,4.9323,-6.1203,7.2346,-6.7841,-3.1243,1.8738,1.1069,6.0815,1.947,-6.2459,0.5731,-0.805,0.6561,-5.7876,-2.6318,2.4654,3.8968
76404,1162.44,1,1.0229,1.4819,5.8304,0.6836,-3.2907,-2.3052,-3.3981,3.3697,3.4753,-5.4215,-3.5645,-0.8985,-1.094,-3.5998,3.5136,-3.4569,-1.6659,-0.0901,-1.9326,5.9859,-4.318,-0.3427,3.6141,-3.1025,2.3855,5.7382,-3.4507,0.3333
147493,1866.99,0,-0.409,0.0615,-0.2753,-0.3084,0.2166,-0.8019,-0.722,0.0096,-0.0112,0.1718,0.9376,0.0523,0.2991,-0.4878,0.384,-0.2632,0.0357,-0.0544,0.5165,-0.655,-1.1416,-0.1067,0.2343,0.0761,0.6161,0.2187,-0.2819,-1.1627
28101,179.59,0,-0.2059,0.5242,-0.0451,0.8044,-0.158,-0.1258,-0.4484,-0.1917,-0.8668,-1.0649,0.3123,-0.8727,0.203,-0.2502,0.4698,-0.8617,0.2991,0.1658,0.1813,0.5619,0.0351,-1.2239,0.2246,0.1598,-0.1223,-0.4209,-0.1805,0.729
76741,1805.9,0,0.174,0.155,-0.1118,-0.3016,-0.0075,0.9913,0.1147,-0.6729,-0.8542,-0.719,-0.1888,0.6329,-0.5117,0.7109,0.0897,0.2417,0.228,0.2953,-0.2057,-1.1672,-0.2942,-0.4439,0.1553,0.1096,-0.1362,0.8778,-0.3204,-1.1129
